time_hour,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
15,3,High,Low,Low,Medium,26.678955302724308,Low
23,2,Medium,Low,Medium,Low,40.9365462500172,Medium
15,0,Low,High,Low,Low,23.10815941445403,Low
22,3,Medium,Low,Low,Medium,62.61314803658789,Medium
1,3,Low,Medium,Low,Low,52.70967066182424,Medium
16,2,Low,Medium,Medium,Low,35.373688991737914,Medium
19,1,Low,Low,Low,Low,31.55339919160384,Medium
23,6,Medium,High,Low,Medium,92.15126465441065,High
11,6,Low,Medium,Low,Low,51.27778703745982,Medium
17,3,Low,Medium,Low,Low,30.48030925292434,Medium
2,3,Medium,Low,Low,Low,46.46256416703358,Medium
0,2,High,Medium,Medium,High,78.44048786816882,High
0,0,Low,Low,High,Medium,61.89436800134971,Medium
18,1,Medium,Medium,Low,Low,12.56353296363516,Low
10,1,Low,Medium,Low,Medium,38.08482587112311,Medium
4,0,High,Low,Medium,Low,29.97472181896886,Low
11,4,Low,Medium,Low,Low,42.01256999605539,Medium
2,3,High,Low,Medium,Medium,51.275860326955296,Medium
0,3,Low,Medium,Low,Medium,73.54350609540336,High
0,1,High,Medium,Low,Low,42.94894159699057,Medium
7,2,Low,Low,Low,High,43.9380329875292,Medium
9,2,Low,Low,Low,Low,29.80167766807898,Low
10,1,Low,High,High,High,70.14477835004534,High
11,2,Low,Low,Low,Medium,29.04644449388219,Low
12,0,High,Low,High,High,37.75287616356011,Medium
11,1,Medium,Low,Low,Low,1.7303812321394183,Low
13,0,Medium,Low,High,Low,8.562720294028,Low
1,1,High,Medium,Low,Medium,37.97597227994671,Medium
18,3,Medium,Medium,Low,Medium,49.07203455998368,Medium
17,2,High,Low,Medium,High,39.2353961986058,Medium
2,3,Low,Low,Low,Low,49.31929938018307,Medium
22,2,High,Low,High,Medium,56.14808519884891,Medium
16,1,Low,High,Medium,High,71.31204890063543,High
7,3,Medium,Medium,Medium,High,58.86699417130846,Medium
9,1,Medium,Medium,Low,Low,19.122442235491093,Low
1,2,Medium,Medium,Medium,Medium,63.84542005685214,Medium
18,3,Medium,High,Medium,Medium,53.5288552900718,Medium
8,2,Low,High,High,Low,41.195782994985436,Medium
6,1,High,Low,Low,High,49.34000333156275,Medium
3,4,High,High,High,Low,72.02226394573994,High
20,1,High,High,High,Medium,55.29406291055259,Medium
17,2,High,Low,High,High,51.40127160362296,Medium
12,0,High,Medium,Medium,Low,0.7042154967205487,Low
10,0,High,Medium,Medium,High,37.42702477820029,Medium
23,1,High,Medium,Low,Medium,55.652350608352236,Medium
3,3,Medium,Low,High,High,80.78941666678358,High
20,1,High,Medium,High,Low,29.885921346133937,Low
3,1,High,Low,Low,Low,26.714575124290945,Low
9,0,Medium,Medium,Medium,Medium,29.83745741817108,Low
4,2,Medium,High,High,Low,49.45887597467918,Medium
8,1,Low,Medium,Low,Low,24.714336245976472,Low
23,2,High,Medium,Low,Low,42.38177767853488,Medium
2,1,High,Medium,High,Low,44.356290474679405,Medium
16,1,Low,Low,High,Medium,48.601275989660046,Medium
2,4,Low,Medium,High,Medium,86.49095225186848,High
15,2,Low,Medium,Low,Medium,54.88688991375939,Medium
3,0,Medium,Low,Low,Medium,37.82335702129232,Medium
17,1,Low,Low,Medium,High,41.90551729166407,Medium
16,2,Medium,Medium,Medium,Low,33.03319110114879,Medium
6,4,High,Low,Low,High,67.31614816113606,Medium
23,1,Medium,High,High,Low,55.816582075773795,Medium
22,0,Low,Low,High,Medium,54.48710034491067,Medium
4,3,High,Low,Low,Low,36.74781097351547,Medium
11,1,Medium,Medium,Low,Low,15.532551765236487,Low
16,5,Low,Medium,Low,Low,56.325995756768336,Medium
22,2,Medium,Medium,Medium,Low,41.10281209128455,Medium
12,6,Medium,Medium,Low,Low,36.73813726217652,Medium
22,0,High,Medium,Medium,Low,30.41987675026811,Medium
2,2,High,Medium,Medium,Low,41.09242540913137,Medium
8,1,Low,Low,High,Low,20.11323871707917,Low
16,2,Low,Low,Low,Low,31.64340440551078,Medium
16,0,Low,Low,Medium,Low,9.18838075066406,Low
19,2,Medium,Low,Medium,High,58.80848143681813,Medium
15,2,High,Low,Medium,Medium,18.920516225040174,Low
21,1,Medium,Low,High,High,61.20818514146434,Medium
12,3,Low,High,Medium,Medium,60.042165016942,Medium
18,1,High,Low,High,High,25.778331459926136,Low
16,0,High,Low,Low,Medium,15.840272997648398,Low
3,1,Low,Medium,Medium,Low,49.6725785009434,Medium
11,1,High,Low,Medium,Medium,27.862273089590627,Low
8,2,Medium,Low,High,Low,26.534489764162043,Low
18,3,Low,Low,Low,Medium,42.33244219338855,Medium
11,5,Low,Low,Low,High,72.37674282909117,High
8,1,Low,Low,Medium,Medium,35.567749073761945,Medium
6,2,Low,Low,Low,Low,25.593997805959,Low
13,3,Medium,High,Medium,High,76.5402817546541,High
19,3,Low,Low,High,High,76.46472087197347,High
18,3,Low,Low,High,Low,36.14168116664172,Medium
14,0,Medium,Medium,Low,High,38.22735461442221,Medium
15,3,Low,Low,Low,Low,26.643742738841272,Low
20,3,Medium,Low,Medium,Low,37.837763962608264,Medium
4,2,Medium,Medium,Medium,Low,48.41629578702804,Medium
2,4,Medium,High,Medium,Medium,80.92200690993289,High
11,2,High,Medium,Medium,Low,16.513213646860954,Low
19,1,Low,Low,Medium,Low,41.97599728006038,Medium
20,0,Medium,High,Low,Low,28.35554843637481,Low
3,2,Low,Low,High,Low,64.74931207761958,Medium
20,0,High,Low,Low,Low,1.262486037251259,Low
22,3,High,Low,Low,Low,34.126430985861404,Medium
15,1,Low,Medium,High,Low,29.10070111308721,Low
6,0,Medium,Low,Medium,Low,15.507223548286358,Low
12,2,Low,Medium,Medium,Low,29.71281708573467,Low
20,0,High,High,Medium,High,56.23021808710604,Medium
9,1,Low,Low,Low,High,47.20744470151203,Medium
6,1,High,Medium,Low,Low,27.030817619535757,Low
13,2,Low,Low,Medium,Low,17.94225891687598,Low
4,1,Medium,Low,Low,High,66.57354657207358,Medium
2,0,High,Low,Medium,Medium,43.43236802671815,Medium
22,1,High,Medium,High,Medium,51.15473202838757,Medium
10,0,Low,Low,Medium,Low,9.26927066661813,Low
10,2,Medium,Medium,High,Low,30.151029743185198,Medium
17,2,Low,High,High,Medium,57.21988447754689,Medium
14,1,Medium,High,High,Medium,53.22590956692075,Medium
11,2,Low,Low,Medium,Low,25.960344265884242,Low
8,3,Low,Low,Low,Low,20.741872178767814,Low
9,1,Medium,Low,Medium,High,33.29769479380528,Medium
11,2,Low,Medium,Medium,Low,25.05991611998376,Low
16,3,Medium,High,Low,Medium,48.37087471197611,Medium
5,2,Low,Medium,Medium,Low,45.65601537275134,Medium
6,3,Low,Medium,Medium,Low,55.076589458609654,Medium
13,2,Medium,Low,Low,Low,19.577155405558674,Low
12,2,Low,Medium,Medium,Medium,49.07275494903842,Medium
7,1,Low,Low,Low,Low,23.60353945692293,Low
9,6,Medium,Low,Low,Low,25.625731903756407,Low
8,2,Medium,High,High,Low,27.167465595089446,Low
17,2,Medium,Medium,Medium,High,58.75921780793406,Medium
1,1,Low,Low,Medium,High,79.34809864577774,High
4,1,Low,Low,Low,Medium,57.51914004266577,Medium
4,1,High,Low,Medium,High,64.08762257113062,Medium
5,2,High,Medium,Low,Low,13.148532664027659,Low
18,5,Low,Low,Medium,High,71.1833646060502,High
7,2,Medium,High,High,Low,42.71305715873745,Medium
15,1,Low,Low,High,Low,22.451623777542693,Low
12,1,Low,Low,Low,Low,19.902602558537616,Low
0,2,Low,Low,Medium,High,96.61600995243755,High
21,3,Medium,Low,High,Medium,59.13363368033141,Medium
19,1,Low,Medium,Low,Medium,48.83916718645262,Medium
16,2,High,Medium,Low,High,34.40217656736047,Medium
6,5,Medium,Low,High,Medium,69.29523868611363,Medium
12,1,Low,Medium,High,Medium,34.859658155840634,Medium
3,2,High,Medium,Medium,Low,39.26108281813366,Medium
3,4,Low,Low,Low,High,84.5582948133616,High
5,4,Medium,Low,Medium,High,69.27568383433375,Medium
18,3,Low,Low,Medium,High,63.64996688425387,Medium
11,2,Low,Medium,Medium,Low,28.82320852588733,Low
21,2,Low,Low,Medium,Low,44.31597640568298,Medium
6,1,Low,Low,Medium,Low,40.50950076821624,Medium
9,1,Low,Medium,Medium,Low,26.546727202354923,Low
18,1,Low,High,High,Low,46.431145792306566,Medium
6,3,High,Low,Medium,Medium,39.85894051092361,Medium
2,4,Low,Low,Low,High,82.78323453567269,High
12,0,Low,Medium,Medium,High,58.48364024658691,Medium
12,3,High,Low,Low,Low,14.597054834227311,Low
17,3,Medium,Low,Medium,Low,24.354819352566768,Low
19,2,Medium,Medium,High,Low,51.04370104100806,Medium
7,3,Low,High,Medium,Low,51.99838094076185,Medium
8,5,Medium,Medium,Low,Low,52.413694155426654,Medium
6,3,Low,Low,Low,Low,40.55874791810349,Medium
0,1,Medium,Medium,Low,High,78.06937374649797,High
2,2,High,Low,Low,Low,31.69341764355541,Medium
12,0,Medium,Low,Medium,Medium,12.07760513805772,Low
16,2,Low,High,Low,Medium,57.99258720471428,Medium
23,3,Medium,High,Low,Medium,73.77889977083068,High
0,4,Medium,Low,Low,Medium,76.44483994409016,High
5,0,Medium,Low,Medium,High,49.38308338739998,Medium
20,1,Medium,Low,Medium,Medium,42.71061750830168,Medium
5,1,Medium,Medium,High,High,54.58965018877645,Medium
11,1,Medium,High,Low,Low,26.350199646346812,Low
12,0,High,Low,High,Low,2.5763477682540143,Low
12,1,High,Low,Medium,High,30.3435068999869,Medium
14,2,Low,Low,Low,Low,30.427162145816524,Medium
20,3,Medium,Low,Low,Medium,37.2436230198312,Medium
15,4,Low,Medium,Medium,Medium,63.13033945552283,Medium
21,1,High,Medium,Medium,Low,21.314661436477508,Low
20,4,Low,Low,Low,Medium,62.64101063383934,Medium
10,1,Medium,Low,High,High,42.321873908372176,Medium
4,2,High,Low,Low,High,60.916464735102494,Medium
3,1,Low,Low,Medium,Medium,60.346205291859,Medium
2,2,High,Low,Medium,Medium,45.24477310206279,Medium
18,5,Medium,Medium,Medium,High,78.16306722918371,High
19,2,Low,Low,High,Medium,60.99481281271512,Medium
17,0,Medium,Low,High,Low,2.0730825397107377,Low
14,2,High,Medium,Low,Low,23.4687935670406,Low
8,2,Low,Low,Medium,Low,30.565991669129644,Medium
16,2,Medium,Medium,High,Low,28.611637904702267,Low
13,1,Medium,Medium,Low,Low,5.472611220810016,Low
14,5,High,Medium,Medium,High,63.12804999193898,Medium
0,1,Medium,Low,High,Medium,42.67642378110244,Medium
20,1,Medium,Medium,Medium,High,61.079438599978296,Medium
21,3,High,Low,Low,Medium,45.08067398515402,Medium
21,4,High,High,High,Low,50.65955674712289,Medium
2,4,Medium,Medium,High,Low,65.03530047168452,Medium
15,0,Low,Low,Medium,High,49.95536446395303,Medium
22,1,Low,Low,Medium,Low,41.25838163896264,Medium
10,2,Medium,High,High,Medium,54.34549502610572,Medium
11,1,Medium,High,High,Low,42.627276101080994,Medium
9,1,Low,High,High,Low,44.41704649752415,Medium
15,1,Low,Medium,Medium,Low,21.813237527040556,Low
7,5,Medium,Medium,High,Medium,60.84924146789158,Medium
5,3,Low,Medium,Medium,High,86.34378679945209,High
11,4,Low,Low,Low,Medium,51.99895883938317,Medium
23,1,Low,Low,Medium,Medium,53.56381705847292,Medium
20,1,High,Medium,Medium,High,57.63070835001816,Medium
7,1,Medium,Low,High,Medium,27.726199396578316,Low
3,1,Low,Medium,High,High,84.26841716558704,High
7,1,Low,Low,Low,Low,19.31910032024343,Low
17,2,Medium,Medium,Medium,High,64.58238564097216,Medium
4,0,High,Low,Medium,Medium,34.52484014589966,Medium
8,2,Medium,Low,High,Low,22.71598510615858,Low
3,7,Low,Low,Low,Low,64.5165956277398,Medium
21,2,Medium,Low,Medium,Low,31.659539999453283,Medium
16,3,High,High,Medium,Low,33.6424869576491,Medium
8,1,Low,Medium,High,High,58.5353547953292,Medium
0,2,Medium,High,Medium,Medium,68.30225479446818,Medium
20,2,Low,Low,Medium,High,70.76830664651212,High
19,3,Low,Low,High,Medium,63.781528698867355,Medium
12,1,Low,Low,Medium,Medium,38.726469460912185,Medium
15,4,Medium,Low,Low,Low,14.42333449215234,Low
12,3,Low,Low,Low,Medium,49.557167846364756,Medium
13,3,Low,Low,High,Medium,59.49340780210044,Medium
2,7,Low,High,Low,High,100.0,High
5,3,Low,High,Medium,Medium,78.96321657657636,High
17,5,Medium,High,Medium,Medium,70.85717393507458,High
18,3,Low,High,High,Low,50.91597183248369,Medium
4,2,Low,Low,Medium,Medium,67.39201272193021,Medium
14,2,High,Medium,Medium,High,51.91218595517,Medium
1,1,Medium,Low,Low,Medium,42.86008243568511,Medium
9,3,Medium,Low,Medium,Low,22.82414523955485,Low
23,0,Low,Medium,Low,Low,30.88309087063614,Medium
17,1,Medium,High,High,Low,26.250736562983,Low
12,1,Low,Medium,High,Medium,55.788907535272386,Medium
4,2,Low,Medium,Low,Low,57.318213991946735,Medium
22,2,Medium,Low,Low,High,62.22246573611801,Medium
23,0,High,Low,Medium,Low,16.597202280707833,Low
0,3,Medium,Low,Medium,Low,62.13522018575041,Medium
21,1,Low,High,Medium,Medium,58.79032851974127,Medium
0,0,High,High,High,Medium,56.0144332622259,Medium
17,3,Low,Medium,High,High,77.5951566527522,High
14,2,High,Low,Medium,Low,6.014718133686632,Low
16,0,Low,Low,Low,Low,12.25772706967558,Low
10,3,Low,Low,Medium,Low,32.16983890683872,Medium
20,2,Medium,High,High,Low,40.96336340798347,Medium
21,1,High,Low,Medium,High,47.30036271466639,Medium
16,2,High,Low,Medium,Low,12.95737226302906,Low
12,2,Medium,Low,Low,High,35.65702008240482,Medium
0,3,Medium,High,High,Medium,85.12577561876834,High
1,5,Medium,Medium,High,Medium,90.18209503924771,High
8,2,Medium,Medium,Medium,High,47.86419444221098,Medium
2,0,High,Low,Medium,Low,26.91223724844774,Low
0,2,Low,Low,Low,Low,48.37928157895509,Medium
20,0,Low,Low,High,Medium,42.938035863368775,Medium
15,2,High,Medium,High,Low,21.444840712632068,Low
22,3,High,High,Medium,High,90.36732266975409,High
5,0,Low,Low,Low,High,48.4564893466711,Medium
16,2,Low,Low,Low,High,55.469887429649226,Medium
4,1,High,Medium,Medium,High,63.18795196832285,Medium
4,2,Medium,Medium,Low,Medium,55.626057252166156,Medium
5,3,Medium,Low,Medium,Medium,41.28595088320576,Medium
2,4,Low,Low,Low,Low,48.68063139922144,Medium
20,0,High,Medium,Low,Medium,30.906824289981817,Medium
22,0,Low,Medium,Medium,Low,35.266408671604566,Medium
4,1,Low,High,High,High,96.96248676702758,High
20,1,Low,High,Medium,High,77.4909760837245,High
4,6,High,Low,Medium,Low,65.31677202391235,Medium
9,3,Medium,Medium,Low,Low,29.64410121843543,Low
9,1,High,Low,Medium,Low,8.062042500275448,Low
18,3,Low,Medium,High,Medium,54.96238681743226,Medium
16,2,High,Medium,Low,Medium,26.614121670358625,Low
20,1,High,Medium,Low,Medium,33.47585316899868,Medium
13,2,High,High,Low,High,52.787582469015376,Medium
8,3,High,Medium,Medium,Low,21.49557145492372,Low
13,1,Low,High,Medium,Medium,54.423284664705726,Medium
0,6,Medium,Low,Low,Medium,67.66360906466441,Medium
18,2,High,Low,Low,Low,13.691884813966325,Low
12,0,High,Medium,High,Low,6.0692966178426175,Low
12,2,Medium,High,Medium,High,66.47696179593663,Medium
3,3,Low,Low,Medium,High,98.58242581724329,High
0,1,Medium,Low,High,Medium,64.60886171064678,Medium
16,3,Medium,Low,Low,High,42.84297591285591,Medium
7,0,Low,Medium,High,Low,32.914681254691025,Medium
1,1,High,Medium,High,High,58.67073741685783,Medium
7,2,Low,Medium,Low,Low,20.662796862509502,Low
6,1,Low,High,Medium,Medium,66.6041945968902,Medium
1,1,Medium,Medium,Medium,Low,45.62506682003563,Medium
21,3,Medium,Low,High,High,71.61133500201132,High
21,3,Low,Medium,Low,Low,45.08167397368021,Medium
2,1,Low,Medium,High,Low,50.30517623962176,Medium
17,0,Low,High,High,Low,23.15337513075522,Low
11,2,Low,Low,High,Low,24.830799739022257,Low
0,5,Low,Low,High,Low,76.90159742175446,High
21,0,Low,Low,Medium,Medium,46.162007454253114,Medium
11,1,Low,Medium,High,Low,33.779126630814666,Medium
4,2,Medium,Low,Low,Low,38.176129343388126,Medium
16,1,High,Medium,Medium,Low,23.15885681618419,Low
15,3,Medium,Medium,Medium,Low,38.43963545929785,Medium
14,2,Medium,Low,Medium,Medium,36.663442822117716,Medium
22,2,Low,Medium,Low,Medium,76.93534846378937,High
14,4,High,High,Medium,Low,41.09682165338945,Medium
4,4,Medium,Medium,Low,Low,59.86986341104866,Medium
20,0,Medium,Low,Medium,Medium,26.362081583493428,Low
13,3,Low,Low,Medium,Medium,49.27756548569116,Medium
1,3,Low,Medium,High,Low,65.12514615668299,Medium
10,1,Medium,Low,Low,Low,13.443161977391258,Low
18,4,Medium,Medium,High,Low,43.749872195068136,Medium
6,3,High,High,Low,Low,38.43205730944708,Medium
5,1,Low,Medium,Medium,Low,44.212174124123266,Medium
1,1,Low,Low,Medium,Low,51.731248628416466,Medium
5,1,Medium,Low,Medium,Low,16.771071590940174,Low
17,1,High,High,High,Medium,38.457616584243205,Medium
1,1,Low,High,High,High,89.1681425726894,High
17,1,Medium,Low,High,Medium,28.761847688301287,Low
14,1,Low,Low,Medium,Medium,43.008333322431056,Medium
18,6,Medium,Medium,Medium,Low,42.003681132334734,Medium
1,2,High,Low,Medium,Low,39.48410696223786,Medium
19,0,High,Low,Low,Low,3.725929877496585,Low
5,2,Low,Low,High,Medium,62.10009071618087,Medium
0,1,Low,Low,High,Medium,63.62048571931889,Medium
23,2,Medium,Low,Low,High,71.57641187464341,High
14,3,Low,Low,High,Low,41.206823222754366,Medium
22,2,Medium,Low,High,Low,38.67248506647724,Medium
9,1,Medium,Medium,Medium,Medium,28.898729139100084,Low
18,4,Low,Medium,Low,Medium,54.52826148151247,Medium
16,2,High,Low,High,Low,25.65174995031913,Low
4,5,Low,High,Medium,Medium,100.0,High
3,0,High,Low,Medium,Low,24.600974907285302,Low
9,1,High,Low,Medium,Medium,36.43983487638811,Medium
23,0,Medium,Low,Medium,Low,21.134243889727024,Low
16,2,Low,Medium,Medium,Medium,47.58569101003991,Medium
9,1,High,Low,Medium,Medium,27.050933322649236,Low
16,2,High,Low,Medium,High,41.26506865171672,Medium
19,2,Low,Medium,Medium,High,70.90905439098931,High
23,2,Low,Medium,High,Medium,80.38657313581867,High
4,3,Low,Medium,High,Low,85.05540437716928,High
1,1,High,Medium,Medium,Low,32.9854998003897,Medium
5,1,High,High,High,Low,32.60905850712366,Medium
20,3,High,Low,High,Low,26.546251600273308,Low
1,2,High,Low,Low,Low,29.481629777077906,Low
12,5,Medium,High,High,Medium,75.49660027448466,High
10,2,Low,Medium,Low,Low,39.40562815668896,Medium
10,0,Low,Medium,Low,Low,10.407213599152985,Low
15,1,Low,Low,Medium,Medium,38.6527706150904,Medium
10,2,Medium,Low,Medium,Medium,35.64212499449642,Medium
18,2,High,Low,Medium,Medium,21.90576242162193,Low
14,4,High,Low,High,Medium,46.451339921781205,Medium
22,2,Low,Low,Low,Low,49.25559055121962,Medium
22,2,Medium,Low,High,Low,51.55197013984709,Medium
15,1,Medium,Medium,Medium,High,34.641525128668725,Medium
10,3,Medium,Low,High,Low,27.747029357696004,Low
21,3,Medium,Low,Medium,Medium,53.8854796204403,Medium
15,4,Low,Low,Medium,Low,44.281092724035474,Medium
7,5,High,Low,Medium,High,63.83781569639015,Medium
3,0,Medium,Low,Medium,Medium,36.75901928265974,Medium
7,0,High,Low,Low,Medium,18.562265800025152,Low
3,3,Low,Low,Medium,Low,61.47349921336668,Medium
23,0,Low,Medium,Low,High,73.11317900675023,High
2,2,Low,Low,Medium,Medium,66.21588894337853,Medium
2,4,High,Medium,High,Low,70.58240773862254,High
17,3,High,High,Low,Medium,48.27391040363134,Medium
18,0,Medium,Medium,Medium,Low,12.933852278362957,Low
18,0,High,Low,High,Low,0.0,Low
20,2,Medium,Low,Low,Low,22.63977619233078,Low
4,2,Low,Medium,Low,Medium,64.88495280860425,Medium
17,1,Medium,High,Low,Medium,26.493994702687406,Low
9,2,High,High,Low,Medium,39.34278351053595,Medium
21,0,Low,Low,Low,Medium,26.477560830172997,Low
20,3,Low,Medium,Medium,Medium,63.225993386187504,Medium
5,0,Medium,High,Medium,Low,30.144078170620833,Medium
0,0,Low,Medium,High,Low,42.241918320483286,Medium
4,1,High,Low,High,Low,40.11234442855345,Medium
8,2,Medium,Low,High,Low,19.314735822616566,Low
11,1,Low,Low,Medium,High,36.217507985737356,Medium
13,4,Low,Low,Low,High,69.03909667718182,Medium
1,5,High,Medium,Medium,Low,72.61596673474175,High
16,1,Medium,High,Low,Low,23.080112045434316,Low
13,2,Medium,High,Medium,High,65.7166347322416,Medium
12,3,Low,Low,High,Low,37.94190396978471,Medium
8,3,High,Medium,Low,Medium,39.4246989287159,Medium
14,2,Medium,Low,Medium,Low,12.763178662209818,Low
21,0,Medium,Medium,Medium,Medium,34.52227231129297,Medium
14,0,High,Medium,High,High,34.679397038248695,Medium
23,0,Low,Low,Low,High,65.72144104063877,Medium
10,3,Medium,Low,Low,Medium,36.87167167601922,Medium
15,1,Low,Low,High,Medium,42.79447599157729,Medium
16,5,Medium,Low,Low,Medium,42.48346634629899,Medium
3,2,Low,High,Medium,Low,65.83556864254703,Medium
0,3,High,Low,High,Low,44.81129058334415,Medium
7,4,Low,Low,High,High,68.97681665222179,Medium
16,0,Medium,Low,Low,Low,0.0,Low
2,0,High,High,Medium,Low,38.83166223520589,Medium
19,0,High,Low,Low,Medium,20.20736498497387,Low
14,1,Medium,Low,Medium,High,39.715138051644544,Medium
14,1,Medium,Medium,Medium,Medium,29.804068360354535,Low
23,1,Low,Low,High,Medium,65.74319256903888,Medium
21,1,Low,Low,Medium,Medium,63.25041702720581,Medium
13,2,Medium,Medium,Medium,Medium,43.69843291098403,Medium
22,1,Low,Low,Medium,Medium,57.15044793165477,Medium
13,1,Low,High,Low,High,60.66639674645128,Medium
23,3,Low,Medium,Low,Medium,75.3175911745749,High
1,1,Medium,Medium,Low,Low,39.694841802010295,Medium
12,2,Medium,Low,High,High,49.96967341629135,Medium
13,1,Low,Medium,Medium,Medium,40.28656650531415,Medium
23,2,Low,Medium,Low,Low,51.97669339827031,Medium
18,3,Medium,Low,Medium,Low,25.871762468860844,Low
6,3,Medium,Low,Low,High,58.42513423513423,Medium
2,0,Medium,Low,Low,Low,28.43216945282769,Low
14,2,High,Medium,High,Medium,36.692289359275605,Medium
22,0,Low,High,High,Low,48.17604436330063,Medium
13,3,Low,Medium,Low,Low,29.658588748732512,Low
10,3,Low,Medium,High,Medium,49.397320394403266,Medium
